loss_train,accuracy_train,precision_train,recall_train,f1_train,TP_train,TN_train,FP_train,FN_train,loss_val,accuracy_val,precision_val,recall_val,f1_val,TP_val,TN_val,FP_val,FN_val,iteration
0.9675475955341719,0.5066193342208862,0.5013411641120911,0.49873554706573486,0.5000349283218384,135880.0,143133.0,135153.0,136569.0,0.7086635763461432,0.5216243863105774,0.5209537744522095,0.4179169535636902,0.4637814462184906,48829.0,74290.0,44901.0,68010.0,0
0.8212839522519724,0.5110225677490234,0.5058339238166809,0.5015544295310974,0.5036850571632385,136648.0,144790.0,133496.0,135801.0,0.7016069294724208,0.5231877565383911,0.5521138906478882,0.19481508433818817,0.2880062758922577,22762.0,100726.0,18465.0,94077.0,1
0.7540863763278768,0.5163064002990723,0.5112673044204712,0.504810094833374,0.5080181956291199,137535.0,146813.0,131473.0,134914.0,0.6903384765634011,0.5332330465316772,0.5266000628471375,0.5649055242538452,0.5450806617736816,66003.0,59856.0,59335.0,50836.0,2
0.7246087265591284,0.5201612114906311,0.5153266191482544,0.5050559639930725,0.5101395845413208,137602.0,148869.0,129417.0,134847.0,0.6894555726319215,0.5350760221481323,0.5329669713973999,0.4914112687110901,0.511346161365509,57416.0,68878.0,50313.0,59423.0,3
0.7109257338473379,0.5248948931694031,0.5203093886375427,0.5074014067649841,0.5137743353843689,138241.0,150837.0,127449.0,134208.0,0.6884599745412482,0.5363089442253113,0.5332362651824951,0.5076558589935303,0.5201317667961121,59314.0,67271.0,51920.0,57525.0,4
0.7029436038673729,0.527899980545044,0.5235445499420166,0.507940948009491,0.5156247019767761,138388.0,152345.0,125941.0,134061.0,0.6899236421031941,0.533830463886261,0.5602172017097473,0.27108243107795715,0.36536774039268494,31673.0,94327.0,24864.0,85166.0,5
0.697496405308296,0.5341207385063171,0.530071496963501,0.5134795904159546,0.5216436386108398,139897.0,154262.0,124024.0,132552.0,0.687870765206107,0.5399652719497681,0.5328453779220581,0.5732332468032837,0.5523019433021545,66976.0,60472.0,58719.0,49863.0,6
0.6935559292360693,0.5390487313270569,0.5353288650512695,0.5168747305870056,0.52593994140625,140822.0,156051.0,122235.0,131627.0,0.6869236532583108,0.5432106256484985,0.5431099534034729,0.4864557087421417,0.5132240056991577,56837.0,71377.0,47814.0,60002.0,7
0.6913365716189469,0.5422081351280212,0.5386514067649841,0.5198771357536316,0.5290977954864502,141640.0,156973.0,121313.0,130809.0,0.6868000691373313,0.5429860353469849,0.5343115329742432,0.5977627038955688,0.5642589926719666,69842.0,58319.0,60872.0,46997.0,8
0.6890274732349059,0.5465133190155029,0.5432069897651672,0.5237016677856445,0.5332760214805603,142682.0,158302.0,119984.0,129767.0,0.6900029352457449,0.5360631942749023,0.5213930010795593,0.765129804611206,0.620172917842865,89397.0,37130.0,82061.0,27442.0,9
0.6868706320453727,0.550406277179718,0.5472748875617981,0.5277721881866455,0.5373467206954956,143791.0,159337.0,118949.0,128658.0,0.6927480586023698,0.5322967171669006,0.5788739919662476,0.20248375833034515,0.30002281069755554,23658.0,101980.0,17211.0,93181.0,10
